,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
181715,US,United States,South Carolina,,2020-03-07,11.0,7.0,53.0,18.0,3.0,-2.0
181716,US,United States,South Carolina,,2020-03-08,12.0,7.0,38.0,24.0,2.0,-1.0
181717,US,United States,South Carolina,,2020-03-09,9.0,8.0,53.0,7.0,2.0,-1.0
181718,US,United States,South Carolina,,2020-03-10,9.0,9.0,34.0,8.0,1.0,0.0
181719,US,United States,South Carolina,,2020-03-11,10.0,7.0,43.0,10.0,1.0,-1.0
181720,US,United States,South Carolina,,2020-03-12,11.0,15.0,43.0,11.0,0.0,-1.0
181721,US,United States,South Carolina,,2020-03-13,8.0,22.0,41.0,10.0,-2.0,-1.0
181722,US,United States,South Carolina,,2020-03-14,4.0,18.0,64.0,10.0,1.0,0.0
181723,US,United States,South Carolina,,2020-03-15,2.0,23.0,15.0,16.0,-3.0,1.0
181724,US,United States,South Carolina,,2020-03-16,-1.0,24.0,13.0,-1.0,-10.0,4.0
181725,US,United States,South Carolina,,2020-03-17,-8.0,17.0,6.0,-2.0,-15.0,7.0
181726,US,United States,South Carolina,,2020-03-18,-19.0,11.0,10.0,-4.0,-21.0,9.0
181727,US,United States,South Carolina,,2020-03-19,-22.0,10.0,32.0,-9.0,-23.0,10.0
181728,US,United States,South Carolina,,2020-03-20,-25.0,10.0,31.0,-13.0,-26.0,10.0
181729,US,United States,South Carolina,,2020-03-21,-32.0,4.0,39.0,-16.0,-17.0,7.0
181730,US,United States,South Carolina,,2020-03-22,-39.0,-9.0,-22.0,-23.0,-28.0,9.0
181731,US,United States,South Carolina,,2020-03-23,-34.0,-7.0,-21.0,-25.0,-30.0,13.0
181732,US,United States,South Carolina,,2020-03-24,-36.0,-9.0,-28.0,-23.0,-33.0,16.0
181733,US,United States,South Carolina,,2020-03-25,-30.0,-5.0,-2.0,-21.0,-34.0,14.0
181734,US,United States,South Carolina,,2020-03-26,-31.0,-6.0,-5.0,-24.0,-35.0,15.0
181735,US,United States,South Carolina,,2020-03-27,-32.0,-6.0,6.0,-27.0,-35.0,14.0
181736,US,United States,South Carolina,,2020-03-28,-35.0,-4.0,12.0,-32.0,-25.0,9.0
181737,US,United States,South Carolina,,2020-03-29,-38.0,-11.0,-4.0,-34.0,-34.0,9.0
181738,US,United States,South Carolina,,2020-03-30,-30.0,-8.0,-1.0,-30.0,-36.0,13.0
181739,US,United States,South Carolina,,2020-03-31,-32.0,-6.0,-30.0,-27.0,-39.0,16.0
181740,US,United States,South Carolina,,2020-04-01,-30.0,-3.0,-26.0,-26.0,-40.0,15.0
181741,US,United States,South Carolina,,2020-04-02,-33.0,-4.0,-20.0,-29.0,-41.0,16.0
181742,US,United States,South Carolina,,2020-04-03,-32.0,-1.0,-18.0,-33.0,-41.0,15.0
181743,US,United States,South Carolina,,2020-04-04,-40.0,-5.0,-22.0,-39.0,-31.0,11.0
181744,US,United States,South Carolina,,2020-04-05,-42.0,-11.0,-24.0,-41.0,-38.0,10.0
181745,US,United States,South Carolina,,2020-04-06,-33.0,-5.0,-11.0,-33.0,-41.0,15.0
181746,US,United States,South Carolina,,2020-04-07,-36.0,-3.0,-21.0,-31.0,-43.0,17.0
181747,US,United States,South Carolina,,2020-04-08,-41.0,-12.0,-26.0,-30.0,-45.0,17.0
181748,US,United States,South Carolina,,2020-04-09,-38.0,-8.0,-22.0,-32.0,-45.0,18.0
181749,US,United States,South Carolina,,2020-04-10,-37.0,-5.0,-26.0,-40.0,-52.0,19.0
181750,US,United States,South Carolina,,2020-04-11,-41.0,-2.0,-24.0,-45.0,-34.0,11.0
184345,US,United States,South Dakota,,2020-02-15,7.0,6.0,4.0,3.0,-1.0,0.0
184346,US,United States,South Dakota,,2020-02-16,15.0,11.0,28.0,1.0,1.0,-2.0
184347,US,United States,South Dakota,,2020-02-17,3.0,0.0,-7.0,4.0,-23.0,6.0
184348,US,United States,South Dakota,,2020-02-18,-5.0,1.0,-2.0,0.0,-1.0,1.0
184349,US,United States,South Dakota,,2020-02-19,-5.0,-1.0,-4.0,1.0,1.0,1.0
184350,US,United States,South Dakota,,2020-02-20,1.0,3.0,7.0,6.0,1.0,0.0
184351,US,United States,South Dakota,,2020-02-21,4.0,6.0,22.0,4.0,5.0,-1.0
184352,US,United States,South Dakota,,2020-02-22,7.0,9.0,34.0,3.0,2.0,-1.0
184353,US,United States,South Dakota,,2020-02-23,13.0,17.0,46.0,6.0,5.0,-2.0
184354,US,United States,South Dakota,,2020-02-24,-5.0,6.0,-4.0,-1.0,4.0,1.0
184355,US,United States,South Dakota,,2020-02-25,-9.0,-4.0,-14.0,-5.0,-6.0,4.0
184356,US,United States,South Dakota,,2020-02-26,6.0,10.0,3.0,6.0,2.0,-1.0
184357,US,United States,South Dakota,,2020-02-27,7.0,8.0,6.0,8.0,0.0,-1.0
184358,US,United States,South Dakota,,2020-02-28,12.0,13.0,13.0,9.0,2.0,-1.0
184359,US,United States,South Dakota,,2020-02-29,14.0,18.0,25.0,10.0,1.0,-2.0
184360,US,United States,South Dakota,,2020-03-01,19.0,21.0,16.0,11.0,5.0,-2.0
184361,US,United States,South Dakota,,2020-03-02,6.0,11.0,12.0,8.0,5.0,-1.0
184362,US,United States,South Dakota,,2020-03-03,8.0,11.0,18.0,9.0,2.0,-1.0
184363,US,United States,South Dakota,,2020-03-04,8.0,10.0,31.0,11.0,2.0,-1.0
184364,US,United States,South Dakota,,2020-03-05,5.0,5.0,15.0,10.0,2.0,0.0
184365,US,United States,South Dakota,,2020-03-06,10.0,11.0,36.0,13.0,5.0,-1.0
184366,US,United States,South Dakota,,2020-03-07,13.0,15.0,68.0,15.0,2.0,-2.0
184367,US,United States,South Dakota,,2020-03-08,18.0,18.0,83.0,10.0,2.0,-2.0
184368,US,United States,South Dakota,,2020-03-09,6.0,9.0,24.0,6.0,2.0,0.0
184369,US,United States,South Dakota,,2020-03-10,9.0,20.0,22.0,10.0,0.0,-1.0
184370,US,United States,South Dakota,,2020-03-11,7.0,25.0,50.0,10.0,0.0,-1.0
184371,US,United States,South Dakota,,2020-03-12,3.0,25.0,14.0,8.0,-3.0,1.0
184372,US,United States,South Dakota,,2020-03-13,1.0,36.0,12.0,4.0,-1.0,3.0
184373,US,United States,South Dakota,,2020-03-14,-21.0,7.0,-41.0,-16.0,-6.0,8.0
184374,US,United States,South Dakota,,2020-03-15,-8.0,12.0,1.0,-4.0,-6.0,4.0
184375,US,United States,South Dakota,,2020-03-16,-7.0,21.0,2.0,-5.0,-15.0,7.0
184376,US,United States,South Dakota,,2020-03-17,-8.0,22.0,32.0,1.0,-19.0,8.0
184377,US,United States,South Dakota,,2020-03-18,-14.0,18.0,22.0,0.0,-21.0,9.0
184378,US,United States,South Dakota,,2020-03-19,-29.0,4.0,-22.0,-21.0,-25.0,14.0
184379,US,United States,South Dakota,,2020-03-20,-26.0,8.0,-8.0,-16.0,-23.0,15.0
184380,US,United States,South Dakota,,2020-03-21,-33.0,7.0,0.0,-19.0,-13.0,10.0
184381,US,United States,South Dakota,,2020-03-22,-31.0,2.0,35.0,-23.0,-18.0,7.0
184382,US,United States,South Dakota,,2020-03-23,-23.0,6.0,47.0,-17.0,-23.0,11.0
184383,US,United States,South Dakota,,2020-03-24,-28.0,4.0,49.0,-12.0,-27.0,13.0
184384,US,United States,South Dakota,,2020-03-25,-35.0,-3.0,-11.0,-23.0,-30.0,16.0
184385,US,United States,South Dakota,,2020-03-26,-37.0,-4.0,12.0,-20.0,-31.0,16.0
184386,US,United States,South Dakota,,2020-03-27,-36.0,-1.0,17.0,-24.0,-29.0,18.0
184387,US,United States,South Dakota,,2020-03-28,-49.0,-11.0,-17.0,-31.0,-22.0,15.0
184388,US,United States,South Dakota,,2020-03-29,-35.0,-3.0,126.0,-31.0,-25.0,8.0
184389,US,United States,South Dakota,,2020-03-30,-31.0,-2.0,90.0,-22.0,-30.0,13.0
184390,US,United States,South Dakota,,2020-03-31,-32.0,-2.0,58.0,-17.0,-33.0,15.0
184391,US,United States,South Dakota,,2020-04-01,-32.0,4.0,51.0,-20.0,-34.0,15.0
184392,US,United States,South Dakota,,2020-04-02,-50.0,-18.0,-27.0,-34.0,-39.0,21.0
184393,US,United States,South Dakota,,2020-04-03,-41.0,-5.0,-15.0,-32.0,-35.0,22.0
184394,US,United States,South Dakota,,2020-04-04,-45.0,-2.0,-4.0,-31.0,-27.0,14.0
184395,US,United States,South Dakota,,2020-04-05,-38.0,-3.0,81.0,-36.0,-29.0,9.0
184396,US,United States,South Dakota,,2020-04-06,-32.0,-2.0,91.0,-23.0,-33.0,14.0
184397,US,United States,South Dakota,,2020-04-07,-31.0,2.0,123.0,-17.0,-36.0,14.0
184398,US,United States,South Dakota,,2020-04-08,-37.0,-6.0,25.0,-23.0,-37.0,17.0
184399,US,United States,South Dakota,,2020-04-09,-38.0,-5.0,18.0,-24.0,-38.0,18.0
184400,US,United States,South Dakota,,2020-04-10,-33.0,9.0,67.0,-26.0,-42.0,19.0
184401,US,United States,South Dakota,,2020-04-11,-47.0,1.0,-16.0,-42.0,-31.0,15.0
185880,US,United States,Tennessee,,2020-02-15,7.0,4.0,54.0,4.0,3.0,-1.0
185881,US,United States,Tennessee,,2020-02-16,6.0,1.0,29.0,3.0,1.0,-1.0
185882,US,United States,Tennessee,,2020-02-17,6.0,-2.0,46.0,4.0,-15.0,4.0
185883,US,United States,Tennessee,,2020-02-18,-3.0,-3.0,-11.0,-1.0,1.0,1.0
185884,US,United States,Tennessee,,2020-02-19,3.0,3.0,13.0,4.0,3.0,-1.0
185885,US,United States,Tennessee,,2020-02-20,-5.0,-3.0,-18.0,-1.0,0.0,2.0
185886,US,United States,Tennessee,,2020-02-21,0.0,-2.0,7.0,3.0,0.0,0.0
185887,US,United States,Tennessee,,2020-02-22,6.0,4.0,61.0,5.0,5.0,-2.0
185888,US,United States,Tennessee,,2020-02-23,3.0,1.0,7.0,2.0,1.0,0.0
185889,US,United States,Tennessee,,2020-02-24,-2.0,-4.0,-19.0,0.0,2.0,2.0
185890,US,United States,Tennessee,,2020-02-25,8.0,3.0,27.0,4.0,3.0,-1.0
185891,US,United States,Tennessee,,2020-02-26,10.0,5.0,0.0,5.0,3.0,-1.0
185892,US,United States,Tennessee,,2020-02-27,11.0,5.0,13.0,8.0,2.0,-1.0
185893,US,United States,Tennessee,,2020-02-28,9.0,4.0,12.0,9.0,1.0,-1.0
185894,US,United States,Tennessee,,2020-02-29,16.0,9.0,60.0,16.0,5.0,-3.0
185895,US,United States,Tennessee,,2020-03-01,16.0,11.0,59.0,13.0,3.0,-2.0
185896,US,United States,Tennessee,,2020-03-02,8.0,4.0,-5.0,3.0,2.0,1.0
185897,US,United States,Tennessee,,2020-03-03,17.0,12.0,38.0,4.0,-8.0,0.0
185898,US,United States,Tennessee,,2020-03-04,12.0,11.0,36.0,5.0,0.0,-1.0
185899,US,United States,Tennessee,,2020-03-05,11.0,10.0,33.0,7.0,1.0,-2.0
185900,US,United States,Tennessee,,2020-03-06,5.0,4.0,25.0,6.0,0.0,-1.0
185901,US,United States,Tennessee,,2020-03-07,12.0,10.0,88.0,15.0,6.0,-3.0
185902,US,United States,Tennessee,,2020-03-08,13.0,11.0,81.0,13.0,2.0,-2.0
185903,US,United States,Tennessee,,2020-03-09,8.0,7.0,45.0,5.0,0.0,0.0
185904,US,United States,Tennessee,,2020-03-10,8.0,8.0,26.0,3.0,-1.0,1.0
185905,US,United States,Tennessee,,2020-03-11,8.0,11.0,43.0,3.0,0.0,0.0
185906,US,United States,Tennessee,,2020-03-12,7.0,24.0,30.0,1.0,-2.0,0.0
185907,US,United States,Tennessee,,2020-03-13,2.0,23.0,29.0,0.0,-6.0,2.0
185908,US,United States,Tennessee,,2020-03-14,-4.0,19.0,27.0,1.0,1.0,2.0
185909,US,United States,Tennessee,,2020-03-15,-8.0,13.0,-2.0,-5.0,-7.0,3.0
185910,US,United States,Tennessee,,2020-03-16,-4.0,20.0,10.0,-7.0,-15.0,6.0
185911,US,United States,Tennessee,,2020-03-17,-10.0,17.0,8.0,-9.0,-19.0,8.0
185912,US,United States,Tennessee,,2020-03-18,-15.0,14.0,21.0,-13.0,-22.0,9.0
185913,US,United States,Tennessee,,2020-03-19,-17.0,14.0,38.0,-16.0,-24.0,9.0
185914,US,United States,Tennessee,,2020-03-20,-27.0,9.0,-18.0,-22.0,-27.0,13.0
185915,US,United States,Tennessee,,2020-03-21,-33.0,9.0,11.0,-16.0,-16.0,8.0
185916,US,United States,Tennessee,,2020-03-22,-37.0,0.0,1.0,-30.0,-28.0,8.0
185917,US,United States,Tennessee,,2020-03-23,-32.0,-2.0,-16.0,-27.0,-34.0,15.0
185918,US,United States,Tennessee,,2020-03-24,-39.0,-10.0,-29.0,-29.0,-38.0,17.0
185919,US,United States,Tennessee,,2020-03-25,-33.0,-6.0,34.0,-26.0,-38.0,15.0
185920,US,United States,Tennessee,,2020-03-26,-31.0,-6.0,57.0,-27.0,-39.0,14.0
185921,US,United States,Tennessee,,2020-03-27,-34.0,-9.0,40.0,-30.0,-39.0,16.0
185922,US,United States,Tennessee,,2020-03-28,-38.0,-7.0,48.0,-27.0,-26.0,9.0
185923,US,United States,Tennessee,,2020-03-29,-35.0,-9.0,35.0,-35.0,-34.0,8.0
185924,US,United States,Tennessee,,2020-03-30,-31.0,-10.0,10.0,-32.0,-39.0,15.0
185925,US,United States,Tennessee,,2020-03-31,-36.0,-11.0,-30.0,-32.0,-42.0,18.0
185926,US,United States,Tennessee,,2020-04-01,-31.0,-1.0,7.0,-28.0,-42.0,16.0
185927,US,United States,Tennessee,,2020-04-02,-33.0,0.0,11.0,-31.0,-42.0,16.0
185928,US,United States,Tennessee,,2020-04-03,-37.0,-2.0,1.0,-35.0,-44.0,18.0
185929,US,United States,Tennessee,,2020-04-04,-45.0,-6.0,6.0,-33.0,-31.0,11.0
185930,US,United States,Tennessee,,2020-04-05,-43.0,-9.0,2.0,-42.0,-38.0,10.0
185931,US,United States,Tennessee,,2020-04-06,-35.0,-9.0,3.0,-35.0,-43.0,16.0
185932,US,United States,Tennessee,,2020-04-07,-36.0,-7.0,5.0,-33.0,-45.0,17.0
185933,US,United States,Tennessee,,2020-04-08,-35.0,-5.0,8.0,-32.0,-45.0,17.0
185934,US,United States,Tennessee,,2020-04-09,-33.0,-4.0,0.0,-35.0,-46.0,17.0
185935,US,United States,Tennessee,,2020-04-10,-36.0,-5.0,-5.0,-39.0,-53.0,20.0
185936,US,United States,Tennessee,,2020-04-11,-40.0,2.0,11.0,-36.0,-33.0,10.0
191033,US,United States,Texas,,2020-02-15,3.0,3.0,12.0,3.0,1.0,-1.0
191034,US,United States,Texas,,2020-02-16,8.0,3.0,20.0,4.0,1.0,-1.0
191035,US,United States,Texas,,2020-02-17,6.0,2.0,21.0,2.0,-18.0,4.0
191036,US,United States,Texas,,2020-02-18,-1.0,-1.0,-4.0,3.0,1.0,0.0
191037,US,United States,Texas,,2020-02-19,-2.0,0.0,-12.0,0.0,3.0,1.0
191038,US,United States,Texas,,2020-02-20,-1.0,-2.0,-13.0,-1.0,1.0,1.0
191039,US,United States,Texas,,2020-02-21,2.0,0.0,-2.0,2.0,3.0,-1.0
191040,US,United States,Texas,,2020-02-22,3.0,1.0,13.0,3.0,4.0,-1.0
191041,US,United States,Texas,,2020-02-23,4.0,1.0,-11.0,3.0,1.0,0.0
191042,US,United States,Texas,,2020-02-24,2.0,1.0,1.0,2.0,3.0,0.0
191043,US,United States,Texas,,2020-02-25,6.0,2.0,12.0,3.0,3.0,-1.0
191044,US,United States,Texas,,2020-02-26,10.0,6.0,0.0,5.0,4.0,-1.0
191045,US,United States,Texas,,2020-02-27,11.0,6.0,25.0,7.0,2.0,-2.0
191046,US,United States,Texas,,2020-02-28,10.0,8.0,18.0,7.0,1.0,-2.0
191047,US,United States,Texas,,2020-02-29,10.0,8.0,33.0,9.0,3.0,-3.0
191048,US,United States,Texas,,2020-03-01,14.0,9.0,6.0,7.0,2.0,-2.0
191049,US,United States,Texas,,2020-03-02,8.0,7.0,8.0,4.0,4.0,-1.0
191050,US,United States,Texas,,2020-03-03,12.0,10.0,17.0,3.0,3.0,-2.0
191051,US,United States,Texas,,2020-03-04,6.0,5.0,-10.0,0.0,2.0,1.0
191052,US,United States,Texas,,2020-03-05,11.0,8.0,34.0,5.0,3.0,-2.0
191053,US,United States,Texas,,2020-03-06,6.0,7.0,21.0,6.0,3.0,-2.0
191054,US,United States,Texas,,2020-03-07,5.0,7.0,21.0,11.0,3.0,-2.0
191055,US,United States,Texas,,2020-03-08,9.0,4.0,11.0,6.0,0.0,-1.0
191056,US,United States,Texas,,2020-03-09,6.0,5.0,7.0,1.0,-9.0,2.0
191057,US,United States,Texas,,2020-03-10,10.0,6.0,39.0,3.0,-10.0,1.0
191058,US,United States,Texas,,2020-03-11,12.0,14.0,49.0,4.0,-9.0,1.0
191059,US,United States,Texas,,2020-03-12,11.0,26.0,48.0,1.0,-11.0,1.0
191060,US,United States,Texas,,2020-03-13,1.0,31.0,4.0,-5.0,-15.0,4.0
191061,US,United States,Texas,,2020-03-14,-8.0,14.0,-3.0,-2.0,-3.0,2.0
191062,US,United States,Texas,,2020-03-15,-9.0,7.0,-17.0,-7.0,-7.0,3.0
191063,US,United States,Texas,,2020-03-16,-4.0,17.0,-2.0,-13.0,-22.0,7.0
191064,US,United States,Texas,,2020-03-17,-12.0,15.0,2.0,-16.0,-26.0,10.0
191065,US,United States,Texas,,2020-03-18,-16.0,14.0,11.0,-19.0,-29.0,12.0
191066,US,United States,Texas,,2020-03-19,-22.0,12.0,10.0,-25.0,-32.0,13.0
191067,US,United States,Texas,,2020-03-20,-30.0,9.0,-33.0,-30.0,-34.0,17.0
191068,US,United States,Texas,,2020-03-21,-40.0,-3.0,-45.0,-32.0,-22.0,13.0
191069,US,United States,Texas,,2020-03-22,-41.0,-10.0,-41.0,-37.0,-29.0,11.0
191070,US,United States,Texas,,2020-03-23,-31.0,-4.0,-14.0,-34.0,-36.0,15.0
191071,US,United States,Texas,,2020-03-24,-30.0,-1.0,-3.0,-32.0,-40.0,17.0
191072,US,United States,Texas,,2020-03-25,-39.0,-13.0,-6.0,-37.0,-44.0,20.0
191073,US,United States,Texas,,2020-03-26,-38.0,-14.0,-2.0,-39.0,-45.0,20.0
191074,US,United States,Texas,,2020-03-27,-41.0,-15.0,-19.0,-42.0,-45.0,21.0
191075,US,United States,Texas,,2020-03-28,-47.0,-19.0,-35.0,-43.0,-32.0,15.0
191076,US,United States,Texas,,2020-03-29,-45.0,-23.0,-27.0,-47.0,-36.0,13.0
191077,US,United States,Texas,,2020-03-30,-41.0,-21.0,-39.0,-45.0,-46.0,20.0
191078,US,United States,Texas,,2020-03-31,-35.0,-13.0,-13.0,-39.0,-47.0,20.0
191079,US,United States,Texas,,2020-04-01,-33.0,-8.0,-6.0,-38.0,-47.0,20.0
191080,US,United States,Texas,,2020-04-02,-39.0,-14.0,-22.0,-43.0,-48.0,21.0
191081,US,United States,Texas,,2020-04-03,-41.0,-13.0,-44.0,-47.0,-48.0,23.0
191082,US,United States,Texas,,2020-04-04,-52.0,-23.0,-69.0,-52.0,-37.0,18.0
191083,US,United States,Texas,,2020-04-05,-48.0,-23.0,-47.0,-53.0,-39.0,14.0
191084,US,United States,Texas,,2020-04-06,-41.0,-19.0,-33.0,-46.0,-47.0,20.0
191085,US,United States,Texas,,2020-04-07,-38.0,-16.0,-17.0,-42.0,-49.0,21.0
191086,US,United States,Texas,,2020-04-08,-38.0,-15.0,-14.0,-42.0,-48.0,21.0
191087,US,United States,Texas,,2020-04-09,-39.0,-15.0,-21.0,-44.0,-50.0,21.0
191088,US,United States,Texas,,2020-04-10,-39.0,-13.0,-29.0,-48.0,-56.0,24.0
191089,US,United States,Texas,,2020-04-11,-45.0,-14.0,-54.0,-49.0,-38.0,16.0
202891,US,United States,Utah,,2020-02-15,2.0,3.0,25.0,0.0,0.0,0.0
202892,US,United States,Utah,,2020-02-16,5.0,3.0,-3.0,-8.0,-3.0,0.0
202893,US,United States,Utah,,2020-02-17,18.0,8.0,41.0,-7.0,-39.0,7.0
202894,US,United States,Utah,,2020-02-18,1.0,5.0,20.0,2.0,2.0,0.0
202895,US,United States,Utah,,2020-02-19,3.0,6.0,14.0,1.0,2.0,0.0
202896,US,United States,Utah,,2020-02-20,4.0,6.0,17.0,4.0,2.0,0.0
202897,US,United States,Utah,,2020-02-21,4.0,9.0,25.0,4.0,6.0,-1.0
202898,US,United States,Utah,,2020-02-22,3.0,7.0,22.0,4.0,3.0,0.0
202899,US,United States,Utah,,2020-02-23,11.0,13.0,42.0,7.0,2.0,-1.0
202900,US,United States,Utah,,2020-02-24,5.0,8.0,7.0,5.0,3.0,0.0
202901,US,United States,Utah,,2020-02-25,7.0,9.0,22.0,3.0,3.0,-1.0
202902,US,United States,Utah,,2020-02-26,10.0,10.0,26.0,6.0,2.0,-1.0
202903,US,United States,Utah,,2020-02-27,10.0,12.0,37.0,8.0,2.0,-1.0
202904,US,United States,Utah,,2020-02-28,8.0,14.0,48.0,10.0,5.0,-2.0
202905,US,United States,Utah,,2020-02-29,5.0,12.0,36.0,9.0,4.0,-2.0
202906,US,United States,Utah,,2020-03-01,2.0,8.0,-17.0,5.0,-1.0,1.0
202907,US,United States,Utah,,2020-03-02,10.0,16.0,11.0,5.0,3.0,-1.0
202908,US,United States,Utah,,2020-03-03,10.0,16.0,35.0,2.0,0.0,0.0
202909,US,United States,Utah,,2020-03-04,9.0,16.0,50.0,6.0,2.0,-1.0
202910,US,United States,Utah,,2020-03-05,10.0,16.0,65.0,5.0,2.0,-1.0
202911,US,United States,Utah,,2020-03-06,7.0,15.0,61.0,4.0,5.0,-1.0
202912,US,United States,Utah,,2020-03-07,5.0,13.0,47.0,7.0,3.0,-1.0
202913,US,United States,Utah,,2020-03-08,11.0,15.0,20.0,5.0,1.0,-1.0
202914,US,United States,Utah,,2020-03-09,8.0,14.0,37.0,2.0,1.0,0.0
202915,US,United States,Utah,,2020-03-10,8.0,14.0,77.0,-2.0,1.0,-1.0
202916,US,United States,Utah,,2020-03-11,8.0,19.0,52.0,0.0,1.0,-1.0
202917,US,United States,Utah,,2020-03-12,10.0,47.0,65.0,-2.0,-1.0,0.0
202918,US,United States,Utah,,2020-03-13,-2.0,44.0,12.0,-9.0,-4.0,3.0
202919,US,United States,Utah,,2020-03-14,-13.0,23.0,15.0,-8.0,-3.0,4.0
202920,US,United States,Utah,,2020-03-15,-6.0,24.0,68.0,-4.0,-19.0,4.0
202921,US,United States,Utah,,2020-03-16,-7.0,30.0,62.0,-17.0,-22.0,8.0
202922,US,United States,Utah,,2020-03-17,-18.0,22.0,95.0,-22.0,-28.0,10.0
202923,US,United States,Utah,,2020-03-18,-26.0,20.0,14.0,-33.0,-42.0,17.0
202924,US,United States,Utah,,2020-03-19,-30.0,8.0,8.0,-33.0,-36.0,16.0
202925,US,United States,Utah,,2020-03-20,-33.0,10.0,22.0,-35.0,-35.0,16.0
202926,US,United States,Utah,,2020-03-21,-40.0,-1.0,48.0,-28.0,-20.0,10.0
202927,US,United States,Utah,,2020-03-22,-33.0,-3.0,84.0,-31.0,-34.0,7.0
202928,US,United States,Utah,,2020-03-23,-31.0,-2.0,19.0,-37.0,-39.0,15.0
202929,US,United States,Utah,,2020-03-24,-33.0,-4.0,27.0,-39.0,-41.0,17.0
202930,US,United States,Utah,,2020-03-25,-34.0,-5.0,1.0,-40.0,-43.0,18.0
202931,US,United States,Utah,,2020-03-26,-36.0,-5.0,-2.0,-43.0,-44.0,19.0
202932,US,United States,Utah,,2020-03-27,-38.0,-4.0,14.0,-43.0,-41.0,18.0
202933,US,United States,Utah,,2020-03-28,-46.0,-16.0,-1.0,-40.0,-28.0,13.0
202934,US,United States,Utah,,2020-03-29,-41.0,-14.0,26.0,-44.0,-40.0,10.0
202935,US,United States,Utah,,2020-03-30,-36.0,-10.0,27.0,-42.0,-46.0,17.0
202936,US,United States,Utah,,2020-03-31,-34.0,-8.0,58.0,-41.0,-47.0,18.0
202937,US,United States,Utah,,2020-04-01,-34.0,-7.0,39.0,-40.0,-49.0,19.0
202938,US,United States,Utah,,2020-04-02,-37.0,-9.0,8.0,-46.0,-49.0,21.0
202939,US,United States,Utah,,2020-04-03,-38.0,-5.0,33.0,-46.0,-47.0,20.0
202940,US,United States,Utah,,2020-04-04,-49.0,-18.0,21.0,-42.0,-34.0,14.0
202941,US,United States,Utah,,2020-04-05,-42.0,-13.0,16.0,-49.0,-43.0,10.0
202942,US,United States,Utah,,2020-04-06,-37.0,-11.0,6.0,-47.0,-49.0,19.0
202943,US,United States,Utah,,2020-04-07,-35.0,-9.0,68.0,-44.0,-50.0,19.0
202944,US,United States,Utah,,2020-04-08,-33.0,-8.0,71.0,-43.0,-50.0,19.0
202945,US,United States,Utah,,2020-04-09,-34.0,-7.0,33.0,-46.0,-51.0,20.0
202946,US,United States,Utah,,2020-04-10,-37.0,-2.0,58.0,-46.0,-50.0,20.0
202947,US,United States,Utah,,2020-04-11,-42.0,-4.0,28.0,-43.0,-34.0,12.0
204283,US,United States,Vermont,,2020-02-15,10.0,2.0,24.0,8.0,0.0,0.0
204284,US,United States,Vermont,,2020-02-16,22.0,11.0,47.0,12.0,4.0,-2.0
204285,US,United States,Vermont,,2020-02-17,19.0,9.0,41.0,19.0,-18.0,4.0
204286,US,United States,Vermont,,2020-02-18,-5.0,-4.0,-3.0,9.0,-4.0,3.0
204287,US,United States,Vermont,,2020-02-19,6.0,2.0,9.0,10.0,-3.0,1.0
204288,US,United States,Vermont,,2020-02-20,7.0,2.0,2.0,7.0,-1.0,1.0
204289,US,United States,Vermont,,2020-02-21,4.0,1.0,6.0,11.0,-3.0,1.0
204290,US,United States,Vermont,,2020-02-22,9.0,0.0,53.0,25.0,2.0,-1.0
204291,US,United States,Vermont,,2020-02-23,12.0,7.0,47.0,7.0,3.0,-2.0
204292,US,United States,Vermont,,2020-02-24,8.0,3.0,20.0,7.0,-8.0,1.0
204293,US,United States,Vermont,,2020-02-25,4.0,0.0,4.0,4.0,-8.0,1.0
204294,US,United States,Vermont,,2020-02-26,6.0,1.0,-5.0,7.0,-9.0,2.0
204295,US,United States,Vermont,,2020-02-27,-5.0,-7.0,-21.0,-6.0,-8.0,3.0
204296,US,United States,Vermont,,2020-02-28,3.0,0.0,-6.0,8.0,-9.0,2.0
204297,US,United States,Vermont,,2020-02-29,6.0,-3.0,16.0,17.0,0.0,-1.0
204298,US,United States,Vermont,,2020-03-01,15.0,11.0,16.0,6.0,2.0,-2.0
204299,US,United States,Vermont,,2020-03-02,10.0,4.0,-1.0,7.0,-6.0,1.0
204300,US,United States,Vermont,,2020-03-03,16.0,10.0,29.0,13.0,-10.0,1.0
204301,US,United States,Vermont,,2020-03-04,3.0,4.0,-4.0,5.0,1.0,1.0
204302,US,United States,Vermont,,2020-03-05,6.0,7.0,14.0,9.0,5.0,-1.0
204303,US,United States,Vermont,,2020-03-06,3.0,1.0,9.0,7.0,2.0,1.0
204304,US,United States,Vermont,,2020-03-07,10.0,0.0,28.0,25.0,2.0,-1.0
204305,US,United States,Vermont,,2020-03-08,13.0,11.0,49.0,13.0,4.0,-2.0
204306,US,United States,Vermont,,2020-03-09,9.0,9.0,52.0,8.0,-1.0,0.0
204307,US,United States,Vermont,,2020-03-10,1.0,3.0,2.0,3.0,-1.0,1.0
204308,US,United States,Vermont,,2020-03-11,3.0,5.0,-4.0,2.0,-1.0,1.0
